region,season,t_end,date,Rt_mean,Rt_lo,Rt_hi
FL,2021-2022,40,2022-07-09,0.8813902212280628,0.8710339928595447,0.8918068052463463
FL,2021-2022,41,2022-07-16,0.9180259170371069,0.9067937320323735,0.929326282744061
FL,2021-2022,42,2022-07-23,0.9577337031585023,0.9457777822694728,0.9697636805117783
FL,2021-2022,43,2022-07-30,0.9559035685758797,0.9437075960030911,0.9681767594087569
FL,2021-2022,44,2022-08-06,0.9250118270991672,0.9127516297106718,0.937352684105785
FL,2021-2022,45,2022-08-13,0.9078464005717525,0.8952366853518602,0.9205430807738096
FL,2021-2022,46,2022-08-20,0.9347829098925926,0.9213776214658,0.9482836724067577
FL,2021-2022,47,2022-08-27,1.060183562317514,1.0454326334593684,1.0750363993620495
FL,2021-2022,48,2022-09-03,1.1106187921893373,1.0959382274097202,1.125395678037696
FL,2021-2022,49,2022-09-10,1.0745552797727769,1.0608282552159907,1.0883693262665657
FL,2021-2022,50,2022-09-17,0.9948102053165389,0.9820542383443651,1.0076473434200717
FL,2021-2022,51,2022-09-24,1.000639315052334,0.9878141097357975,1.0135460968481844
FL,2021-2022,52,2022-10-01,0.9762629288434074,0.9635990360705701,0.9890083511645833
FL,2022-2023,4,2022-10-29,1.245054413001633,1.2305183967133806,1.2596746015898153
FL,2022-2023,5,2022-11-05,1.2684050723940337,1.2552097683723966,1.2816684177119435
FL,2022-2023,6,2022-11-12,1.183005810894905,1.1716481682408046,1.1944174801885024
FL,2022-2023,7,2022-11-19,1.0528046143327239,1.0429279103686817,1.0627272219627295
FL,2022-2023,8,2022-11-26,0.9896327680014667,0.9802929844028663,0.9990162215598151
FL,2022-2023,9,2022-12-03,1.007896451561167,0.998423409014992,1.0174136041942925
FL,2022-2023,10,2022-12-10,1.0287715893918903,1.0192367743022765,1.0383501821103078
FL,2022-2023,11,2022-12-17,1.064038595625499,1.054473003596878,1.0736467820943514
FL,2022-2023,12,2022-12-24,1.0193728442833978,1.0102868131266518,1.0284989884688565
FL,2022-2023,13,2022-12-31,1.0195566650844792,1.010553688974263,1.0285990155062306
FL,2022-2023,14,2023-01-07,0.9579151431480766,0.9492702592578943,0.9665986713331333
FL,2022-2023,15,2023-01-14,0.8794114644357715,0.8709560133157812,0.8879071968066613
FL,2022-2023,16,2023-01-21,0.8400610514443771,0.8312706675063097,0.8488970295980045
FL,2022-2023,17,2023-01-28,0.8497449527955221,0.8401314187345515,0.859412421283803
FL,2022-2023,18,2023-02-04,0.9675691094141137,0.956473086943065,0.978728238458511
FL,2022-2023,19,2023-02-11,0.9894483035490941,0.9780464356240945,1.0009153332407006
FL,2022-2023,20,2023-02-18,0.980404908451132,0.9689969745947093,0.9918786788153945
FL,2022-2023,21,2023-02-25,0.9685336031641478,0.9570864124996195,0.9800479028697799
FL,2022-2023,22,2023-03-04,0.9611224802007717,0.9495422147663456,0.9727719615335192
FL,2022-2023,23,2023-03-11,0.9744232699244247,0.9625379303435612,0.9863805304310288
FL,2022-2023,24,2023-03-18,0.9594682526648834,0.947526342448664,0.9714839109456442
FL,2022-2023,25,2023-03-25,0.9610546517672722,0.9488622113944213,0.9733238492848829
FL,2022-2023,26,2023-04-01,0.9621051800803597,0.9496702105216767,0.9746199131195108
FL,2022-2023,27,2023-04-08,0.9747803437081853,0.9620281965560207,0.9876152910120859
FL,2022-2023,28,2023-04-15,0.9913982181411466,0.9783779466172944,1.0045033635915148
FL,2022-2023,29,2023-04-22,0.9894646353042681,0.9764025070946684,1.0026123538386849
FL,2022-2023,30,2023-04-29,1.006846964126445,0.9936026039931014,1.0201777982309228
FL,2022-2023,31,2023-05-06,1.0017764225235155,0.9886085766837663,1.0150301783089897
FL,2022-2023,32,2023-05-13,1.0004497476137482,0.9873017131658355,1.0136835471733705
FL,2022-2023,33,2023-05-20,0.9902730795943085,0.9771949206636692,1.0034369692481255
IL,2017-2018,4,2017-10-28,0.9885486086538389,0.9407574031782886,1.0375072265258751
IL,2017-2018,5,2017-11-04,0.9785462131875357,0.9307354137671365,1.027537637408383
IL,2017-2018,6,2017-11-11,1.0940132194236838,1.0428870000959027,1.14634567211929
IL,2017-2018,7,2017-11-18,1.0472313213720967,0.999313796421134,1.096255202644898
IL,2017-2018,8,2017-11-25,0.9996487349708335,0.953857906564858,1.0464980118715823
IL,2017-2018,9,2017-12-02,1.1530277205003256,1.1037922131262206,1.2033224475729465
IL,2017-2018,10,2017-12-09,1.174060569077197,1.127640353081725,1.221403974550287
IL,2017-2018,11,2017-12-16,1.36084057443601,1.3145302951031492,1.4079413448634273
IL,2017-2018,12,2017-12-23,1.3342530391659535,1.294718182978186,1.3743741726028615
IL,2017-2018,13,2017-12-30,1.3752184097603446,1.3402840809414311,1.4105959254546263
IL,2017-2018,14,2018-01-06,1.197899978141548,1.1699526769894584,1.2261725610573788
IL,2017-2018,15,2018-01-13,1.078908096658,1.0546029125833174,1.1034863284706835
IL,2017-2018,16,2018-01-20,0.9818198282085759,0.959472018930654,1.0044213339579868
IL,2017-2018,17,2018-01-27,1.0082530128939833,0.9854040366317233,1.0313602261820956
IL,2017-2018,18,2018-02-03,1.0349009202501918,1.0118399935421234,1.0582180749644425
IL,2017-2018,19,2018-02-10,1.0250648341531678,1.0024885395182201,1.0478890246796893
IL,2017-2018,20,2018-02-17,0.9822433792306079,0.9604068589888286,1.004321951248765
IL,2017-2018,21,2018-02-24,0.8901088345347699,0.8691472924388444,0.9113166694571839
IL,2017-2018,22,2018-03-03,0.8107364312627624,0.7895890816760287,0.8321593528886684
IL,2017-2018,23,2018-03-10,0.7550120321915074,0.7324553656048336,0.7779060099757128
IL,2017-2018,24,2018-03-17,0.7962903571272733,0.7697934031016814,0.8232293937192983
IL,2017-2018,25,2018-03-24,0.8986560569031137,0.8672518135178243,0.9306110249247447
IL,2017-2018,26,2018-03-31,0.909644907984242,0.8763839011491676,0.943516727217298
IL,2017-2018,27,2018-04-07,0.9015880619294554,0.8669374620070662,0.936908138694063
IL,2017-2018,28,2018-04-14,0.8939418441937049,0.8576839366684921,0.9309398505256173
IL,2017-2018,29,2018-04-21,0.8635966137959074,0.8260007835018255,0.9020173844926299
IL,2017-2018,30,2018-04-28,0.8932833718689916,0.8522627049129186,0.9352546475777168
IL,2017-2018,31,2018-05-05,0.8565873766369883,0.8141986702808028,0.900036581185513
IL,2017-2018,32,2018-05-12,0.9409764839730911,0.8931119740093827,0.9900727898562822
IL,2017-2018,33,2018-05-19,0.8667761495828475,0.8194972713910205,0.9153622293178734
IL,2017-2018,34,2018-05-26,0.9328377736013899,0.8802998844374579,0.9868769134890828
IL,2017-2018,35,2018-06-02,0.9135562465912082,0.8598039044991002,0.9689153105049371
IL,2017-2018,36,2018-06-09,0.8465897424676452,0.7925879552800522,0.9023459866837449
IL,2017-2018,37,2018-06-16,0.8239158809304798,0.7662609050220183,0.8836324161381953
IL,2017-2018,38,2018-06-23,0.9230819293538122,0.8560984383453512,0.9925525051390355
IL,2017-2018,39,2018-06-30,1.0198101740281196,0.9465702135413494,1.095740439337911
IL,2017-2018,40,2018-07-07,1.0464808643891834,0.9729167691949534,1.122687845883111
IL,2017-2018,41,2018-07-14,0.9958507912038079,0.925615579371797,1.0686179008388677
IL,2017-2018,42,2018-07-21,0.9766642805359751,0.9069503989164073,1.0489227533900627
IL,2017-2018,43,2018-07-28,0.8943111416160245,0.8268722637697755,0.9643560369390619
IL,2017-2018,44,2018-08-04,0.8637132310090985,0.7938322246483273,0.9364999708919471
IL,2017-2018,45,2018-08-11,0.8829037614012051,0.8071269667268466,0.9620317557363438
IL,2017-2018,46,2018-08-18,1.0132030352799106,0.9269165244239366,1.1032746429631008
IL,2017-2018,47,2018-08-25,1.0238618377632054,0.9375778610257595,1.1138895174102863
IL,2017-2018,48,2018-09-01,1.2189855355236012,1.1256445008136038,1.3159914397367323
IL,2017-2018,49,2018-09-08,1.152926442754051,1.0702956758247968,1.238586027215519
IL,2017-2018,50,2018-09-15,1.1504965231304967,1.073318952151073,1.2303155514571862
IL,2017-2018,51,2018-09-22,1.0845232141130232,1.0144331509341848,1.156921426356681
IL,2017-2018,52,2018-09-29,1.0135606699679924,0.9483800001698599,1.0808768684880725
IL,2018-2019,4,2018-10-27,1.1467054013114628,1.0910449037012457,1.203731148826105
IL,2018-2019,5,2018-11-03,1.107425569732083,1.0562001244513266,1.1598469766771138
IL,2018-2019,6,2018-11-10,1.0688854064722846,1.020957646211434,1.1178970628582992
IL,2018-2019,7,2018-11-17,1.040094064679929,0.9942977651060412,1.086906970648834
IL,2018-2019,8,2018-11-24,0.986664963813295,0.9428961655628608,1.031412795502918
IL,2018-2019,9,2018-12-01,1.0522780499450644,1.006762286654994,1.0987859810532248
IL,2018-2019,10,2018-12-08,1.0714408931348258,1.0266046430018934,1.1172220077164672
IL,2018-2019,11,2018-12-15,1.1085498628253634,1.0644103586651315,1.1535735223297459
IL,2018-2019,12,2018-12-22,1.1113812103776304,1.0693078744822286,1.154255017147413
IL,2018-2019,13,2018-12-29,1.2139071626535534,1.1720853768483728,1.2564518216104217
IL,2018-2019,14,2019-01-05,1.135282025647966,1.0984405473537804,1.1727227038111994
IL,2018-2019,15,2019-01-12,1.0130887750504052,0.9803570427619276,1.0463504885358608
IL,2018-2019,16,2019-01-19,0.9226064436887907,0.89157530982711,0.9541609861081611
IL,2018-2019,17,2019-01-26,0.93283632030392,0.9004035928740968,0.96583486157937
IL,2018-2019,18,2019-02-02,1.0202575044758198,0.9851729167832389,1.055947365035865
IL,2018-2019,19,2019-02-09,1.0452037907870282,1.0100230656602447,1.0809783650393012
IL,2018-2019,20,2019-02-16,1.0858165098488803,1.050701346558668,1.1215008008853593
IL,2018-2019,21,2019-02-23,1.1449629322926218,1.1102903661088162,1.1801611582478997
IL,2018-2019,22,2019-03-02,1.0918615443683939,1.0601380702521652,1.1240461749136503
IL,2018-2019,23,2019-03-09,1.0753826847199757,1.0452013253672523,1.10598764009775
IL,2018-2019,24,2019-03-16,1.0662695544131782,1.037246683676647,1.0956873053634184
IL,2018-2019,25,2019-03-23,0.9828133953482108,0.9558012349862555,1.0101967125096156
IL,2018-2019,26,2019-03-30,0.9207779901234632,0.8944190231290304,0.947514409621733
IL,2018-2019,27,2019-04-06,0.8148949341446899,0.7891082963370633,0.8410903725004966
IL,2018-2019,28,2019-04-13,0.8319882680026703,0.8032527028308358,0.861221780871707
IL,2018-2019,29,2019-04-20,0.8166047596482248,0.785520511123947,0.8482837242169214
IL,2018-2019,30,2019-04-27,0.8020539209161466,0.7681212971056106,0.8367096686943919
IL,2018-2019,31,2019-05-04,0.8184827675958787,0.7803967679087583,0.8574633964697396
IL,2018-2019,32,2019-05-11,0.8763124716933469,0.8329336585456781,0.9207769132193508
IL,2018-2019,33,2019-05-18,0.9197538899676194,0.8724001917892167,0.9683414454137
IL,2018-2019,34,2019-05-25,0.9207109660314662,0.8713917122546039,0.9713686786964782
IL,2018-2019,35,2019-06-01,0.8400113735124561,0.7910321508877844,0.8904410374844609
IL,2018-2019,36,2019-06-08,0.8112354424239296,0.7589515101921391,0.8652362512675891
IL,2018-2019,37,2019-06-15,0.8844539943681035,0.8241080918082444,0.9469018733276057
IL,2018-2019,38,2019-06-22,0.9192554450140433,0.853990867728876,0.9868889754551095
IL,2018-2019,39,2019-06-29,0.991409936012027,0.9207863897502104,1.064605877629389
IL,2018-2019,40,2019-07-06,0.8952899128525602,0.8279294535168555,0.9652472575016174
IL,2018-2019,41,2019-07-13,0.9605452469042934,0.8869364080998912,1.0370465473966213
IL,2018-2019,42,2019-07-20,0.9347821733464735,0.8607428552663166,1.011832625289493
IL,2018-2019,43,2019-07-27,0.9955754408577019,0.9165893285070923,1.0777794591422662
IL,2018-2019,44,2019-08-03,0.9875792948145382,0.9086984578808472,1.0696963677509557
IL,2018-2019,45,2019-08-10,0.9905208739296875,0.9109998851449814,1.0733217814473617
IL,2018-2019,46,2019-08-17,0.9450379621956537,0.8670005368863123,1.0263901142696574
IL,2018-2019,47,2019-08-24,0.9309716116631015,0.8513805221152637,1.0140682533709364
IL,2018-2019,48,2019-08-31,1.0010575534199377,0.9155576888767666,1.0903193991054363
IL,2018-2019,49,2019-09-07,1.1646240841924844,1.0722261352424745,1.2607863392890186
IL,2018-2019,50,2019-09-14,1.3667758421816638,1.273463809394781,1.4633402085722265
IL,2018-2019,51,2019-09-21,1.1865359453953406,1.1116907494194939,1.2637848730426589
IL,2018-2019,52,2019-09-28,1.103895331886766,1.0373736820293076,1.1724549630579988
IL,2019-2020,4,2019-10-26,1.1532391366850894,1.1184246294658202,1.1885797878939899
IL,2019-2020,5,2019-11-02,1.0938881431680965,1.0622351312508354,1.1259993872376155
IL,2019-2020,6,2019-11-09,1.0560006412676213,1.0262152827648945,1.0862061547825275
IL,2019-2020,7,2019-11-16,0.9999982429747707,0.9717659698383642,1.0286291427712333
IL,2019-2020,8,2019-11-23,1.0550347195795888,1.0260289749914024,1.0844391335886647
IL,2019-2020,9,2019-11-30,1.082893038916903,1.054248195619483,1.1119164911895332
IL,2019-2020,10,2019-12-07,1.119310268118476,1.0912766413646586,1.1476944720573041
IL,2019-2020,11,2019-12-14,1.1361485239454105,1.1093928911644453,1.1632185286553092
IL,2019-2020,12,2019-12-21,1.1729481220112326,1.147379617711128,1.198794468320504
IL,2019-2020,13,2019-12-28,1.3124666736101698,1.2874135730392446,1.3377578471696776
IL,2019-2020,14,2020-01-04,1.1801984525106852,1.1593692202613866,1.201210559501881
IL,2019-2020,15,2020-01-11,1.049236501635202,1.0311106948089925,1.0675180492290837
IL,2019-2020,16,2020-01-18,0.9292326907684272,0.9125701135161417,0.9460439244063031
IL,2019-2020,17,2020-01-25,1.0374234027857991,1.0191814664558354,1.0558249027548932
IL,2019-2020,18,2020-02-01,1.2186396953735352,1.1992070760944462,1.2382263355537995
IL,2019-2020,19,2020-02-08,1.2099460096129362,1.1923452138435464,1.227673976147313
IL,2019-2020,20,2020-02-15,1.0657863708502067,1.050723341757789,1.0809551190497262
IL,2019-2020,21,2020-02-22,0.9600534227585299,0.9461927181504177,0.9740135167916122
IL,2019-2020,22,2020-02-29,0.8925740537816351,0.8789468320016365,0.9063046505216517
IL,2019-2020,23,2020-03-07,0.9365042664619982,0.9217609339903954,0.9513629521584532
IL,2019-2020,24,2020-03-14,0.981202804630612,0.9656255939836879,0.9969029282126733
IL,2019-2020,25,2020-03-21,0.9852596051278387,0.9695060443771059,1.0011383670633607
IL,2019-2020,26,2020-03-28,0.8444659682594942,0.8297810615718604,0.8592778931872981
IL,2019-2020,27,2020-04-04,0.7109941659533143,0.6963881817730623,0.7257496317852217
IL,2019-2020,28,2020-04-11,0.6147637853650821,0.5987864904837435,0.6309485144712541
IL,2019-2020,29,2020-04-18,0.7098280468188266,0.688178375278229,0.7318083324901837
IL,2019-2020,30,2020-04-25,0.8142264882344096,0.7869014159963884,0.8420114176450862
IL,2019-2020,31,2020-05-02,0.8766453929796033,0.8453510501228525,0.9085005579216235
IL,2019-2020,32,2020-05-09,0.8740034513273824,0.8407216334228648,0.9079222773386479
IL,2019-2020,33,2020-05-16,0.8557408546292568,0.8206197225767369,0.8915875832588648
IL,2019-2020,34,2020-05-23,0.8300287352797526,0.7927716148151367,0.8681293469749746
IL,2019-2020,35,2020-05-30,0.8555999699347447,0.8142488717554683,0.8979608471997531
IL,2019-2020,36,2020-06-06,0.8381500095199553,0.794063306461971,0.8834109936689185
IL,2019-2020,37,2020-06-13,0.8331689115943848,0.7853552265209943,0.8823755150975179
IL,2019-2020,38,2020-06-20,0.814246441687654,0.7626946035571909,0.8674602542497958
IL,2019-2020,39,2020-06-27,0.9911970263851927,0.928375407171097,1.0560461666693735
IL,2019-2020,40,2020-07-04,1.066711744446005,1.0011929882510864,1.1342776445903515
IL,2019-2020,41,2020-07-11,1.2081963540193867,1.1404894370862144,1.2778280438865028
IL,2019-2020,42,2020-07-18,1.061558042353468,1.003609145543082,1.1211104481841963
IL,2019-2020,43,2020-07-25,1.091952895984373,1.0348072992171065,1.1506126830069043
IL,2019-2020,44,2020-08-01,1.0783303919586469,1.0238677856433966,1.134184406674508
IL,2019-2020,45,2020-08-08,1.1149787050833813,1.061533993298049,1.169717545328455
IL,2019-2020,46,2020-08-15,0.9891838170656106,0.9414206870535469,1.0381122038675232
IL,2019-2020,47,2020-08-22,1.0012327210174816,0.9529174727078439,1.0507259546142627
IL,2019-2020,48,2020-08-29,0.9334224330610824,0.8868084081308274,0.9812136237319388
IL,2019-2020,49,2020-09-05,0.9788041370046143,0.9294511392313181,1.0294158339677608
IL,2019-2020,50,2020-09-12,0.8844718961479775,0.8370938421071463,0.9331357275004667
IL,2019-2020,51,2020-09-19,0.9288841168397062,0.8773817804070219,0.9818345902995776
IL,2019-2020,52,2020-09-26,1.0532222428138232,0.9963509834170988,1.111649674724499
IL,2020-2021,4,2020-10-24,1.0881638508366522,1.0423312806826919,1.1349687064909941
IL,2020-2021,5,2020-10-31,1.0666562131083839,1.0230809402803307,1.1111274986646111
IL,2020-2021,6,2020-11-07,1.2233425375674654,1.178059152943087,1.269467973213091
IL,2020-2021,7,2020-11-14,1.146595754607049,1.1068067680150404,1.1870775492568832
IL,2020-2021,8,2020-11-21,1.0457934827424091,1.010220676987841,1.0819732153048216
IL,2020-2021,9,2020-11-28,0.8892914496177804,0.8572055915588114,0.9219585872567058
IL,2020-2021,10,2020-12-05,0.847158271766948,0.8140420454576479,0.880925504194261
IL,2020-2021,11,2020-12-12,0.8571888561731739,0.8211268102500143,0.8940150070098672
IL,2020-2021,12,2020-12-19,0.9036210221204054,0.8637523046104431,0.9443766157112049
IL,2020-2021,13,2020-12-26,0.8838337298293503,0.842446372637356,0.9261995680628825
IL,2020-2021,14,2021-01-02,0.9204153905877672,0.8755995771730135,0.9663339674291324
IL,2020-2021,15,2021-01-09,0.9762370307423625,0.9281902234445092,1.0254791874775064
IL,2020-2021,16,2021-01-16,1.0197967247489197,0.9700953573895796,1.0707222485675116
IL,2020-2021,17,2021-01-23,0.9529613614253483,0.905371585257901,1.0017529444350715
IL,2020-2021,18,2021-01-30,0.9170094437610462,0.8692429525551962,0.9660355475762943
IL,2020-2021,19,2021-02-06,0.9425547676250867,0.8920654180917995,0.9944143308875893
IL,2020-2021,20,2021-02-13,0.8851897382225553,0.8348697340391443,0.9369614443205562
IL,2020-2021,21,2021-02-20,0.8721013156489823,0.8191653994249313,0.9266711677008439
IL,2020-2021,22,2021-02-27,0.8974186854422972,0.8400820237090106,0.9566212651467103
IL,2020-2021,23,2021-03-06,0.979611805826242,0.9164760568305564,1.0448207785867922
IL,2020-2021,24,2021-03-13,1.0382786148364833,0.9725775907454922,1.106096608794758
IL,2020-2021,25,2021-03-20,0.9978034201240119,0.9345294742126592,1.0631206070197523
IL,2020-2021,26,2021-03-27,1.1283773961585035,1.0609283113939614,1.1978757086683067
IL,2020-2021,27,2021-04-03,1.1000230442813188,1.0371407921077507,1.1647298576523566
IL,2020-2021,28,2021-04-10,1.2234053757019174,1.1599732170053385,1.2885023219441076
IL,2020-2021,29,2021-04-17,1.0725871395975761,1.0186857449156892,1.1278585340066278
IL,2020-2021,30,2021-04-24,1.1027137014865112,1.04984088956885,1.1568671908690509
IL,2020-2021,31,2021-05-01,0.9900742367699445,0.942282787838912,1.0390312665723664
IL,2020-2021,32,2021-05-08,0.9894653809620914,0.9414521340107629,1.0386559303127243
IL,2020-2021,33,2021-05-15,1.000136598479556,0.9516055367448149,1.0498576596217322
IL,2020-2021,34,2021-05-22,0.9954748577259206,0.9470496869070643,1.0450904630538078
IL,2020-2021,35,2021-05-29,0.9895963550786965,0.9411999723346063,1.0391889804278969
IL,2020-2021,36,2021-06-05,0.994394734901547,0.9456251811164147,1.0443732751081574
IL,2020-2021,37,2021-06-12,1.0131565597508936,0.963778811081322,1.0637504940746776
IL,2020-2021,38,2021-06-19,1.035828721825485,0.9861929562300054,1.0866660122387666
IL,2020-2021,39,2021-06-26,1.011460071533575,0.9632248727003163,1.060857144958531
IL,2020-2021,40,2021-07-03,0.9983911158607507,0.9507220103650345,1.047209872104909
IL,2020-2021,41,2021-07-10,1.0496634546056474,1.0007222832371898,1.0997565963148772
IL,2020-2021,42,2021-07-17,1.063615556194397,1.0154631550419988,1.1128677030417975
IL,2020-2021,43,2021-07-24,1.0894254233384237,1.0420926837146218,1.1377946423432466
IL,2020-2021,44,2021-07-31,1.104419158157045,1.0586641775369814,1.1511285361639307
IL,2020-2021,45,2021-08-07,1.091875763656208,1.048490498637696,1.136128233839174
IL,2020-2021,46,2021-08-14,1.0750393743233273,1.0337625843114338,1.117112876430645
IL,2020-2021,47,2021-08-21,1.0626276612203436,1.0229853022260538,1.1030130576436143
IL,2020-2021,48,2021-08-28,1.0525507495548534,1.0142255944890082,1.0915767139982424
IL,2020-2021,49,2021-09-04,1.0649612169484146,1.0273389465820357,1.1032505886126953
IL,2020-2021,50,2021-09-11,1.0463800518179698,1.010194369701425,1.083193582758517
IL,2020-2021,51,2021-09-18,1.0188339553898031,0.9838958075680002,1.0543731433650825
IL,2020-2021,52,2021-09-25,0.9603073041768742,0.9266946738375521,0.9945103510423073
IL,2020-2021,53,2021-10-02,0.9488922241046649,0.9148244369638509,0.9835741034767109
IL,2021-2022,4,2021-10-30,1.0225367597207382,0.9826926450010449,1.0631615843375601
IL,2021-2022,5,2021-11-06,1.0389929620297187,0.9992538586475914,1.0794960854181077
IL,2021-2022,6,2021-11-13,1.0466779357589233,1.0075086640185371,1.08658371389083
IL,2021-2022,7,2021-11-20,1.0962977493965356,1.0570636871884738,1.1362367242262417
IL,2021-2022,8,2021-11-27,1.0975647971311395,1.0599963156235064,1.1357783537435875
IL,2021-2022,9,2021-12-04,1.1675500964584786,1.1304820612540398,1.2052077489957826
IL,2021-2022,10,2021-12-11,1.1352809144309368,1.1013514562210827,1.1697179328992993
IL,2021-2022,11,2021-12-18,1.1366146616322865,1.1046718851265056,1.1690063671532502
IL,2021-2022,12,2021-12-25,1.1750296827113027,1.1444860505775838,1.2059699358569171
IL,2021-2022,13,2022-01-01,1.2467651521914704,1.2176466750334654,1.276222909648838
IL,2021-2022,14,2022-01-08,1.1462260446201833,1.1211274175274781,1.1715986506449674
IL,2021-2022,15,2022-01-15,0.9369975412083923,0.9157604973419117,0.9584746368319402
IL,2021-2022,16,2022-01-22,0.776106187314434,0.756177574387778,0.7962903920589396
IL,2021-2022,17,2022-01-29,0.690494675263392,0.6692866724964298,0.712028858745848
IL,2021-2022,18,2022-02-05,0.7060909086253434,0.6805053829230792,0.73214198207659
IL,2021-2022,19,2022-02-12,0.7763202058719418,0.7446405415986781,0.8086505520649795
IL,2021-2022,20,2022-02-19,0.9113176130442455,0.8725518663374815,0.9509140886115731
IL,2021-2022,21,2022-02-26,1.1332187428834606,1.0879647600748013,1.1793819156737162
IL,2021-2022,22,2022-03-05,1.1571931335833205,1.1141094758574257,1.2010826809436976
IL,2021-2022,23,2022-03-12,1.1592588386114284,1.119049485451087,1.2001679816104347
IL,2021-2022,24,2022-03-19,1.160787440984189,1.1233042637332584,1.1988771955752078
IL,2021-2022,25,2022-03-26,1.1337440126337401,1.0992615729650568,1.1687515428140398
IL,2021-2022,26,2022-04-02,1.1010815272245915,1.0690901712610725,1.1335379337504115
IL,2021-2022,27,2022-04-09,1.0589028661053574,1.0289512011427595,1.0892782436701385
IL,2021-2022,28,2022-04-16,1.0656839375976117,1.0364490544551608,1.0953197547063807
IL,2021-2022,29,2022-04-23,1.0619264279381826,1.0336199877271726,1.0906099227630537
IL,2021-2022,30,2022-04-30,1.0497900804704492,1.0224461928780393,1.077489773741616
IL,2021-2022,31,2022-05-07,1.0099477671391577,0.9837485439026581,1.0364864980210982
IL,2021-2022,32,2022-05-14,1.0185315259787813,0.9923440428740362,1.0450553148316823
IL,2021-2022,33,2022-05-21,0.9737110798292474,0.9483330288081452,0.9994195648999048
IL,2021-2022,34,2022-05-28,0.9517579602837292,0.9263455235394628,0.9775094785249453
IL,2021-2022,35,2022-06-04,0.9212666894827616,0.8956657927964288,0.9472233006675718
IL,2021-2022,36,2022-06-11,0.908466652680567,0.8820247603783119,0.935293616818435
IL,2021-2022,37,2022-06-18,0.88932575009907,0.8619327436894009,0.9171412858830196
IL,2021-2022,38,2022-06-25,0.855419817109354,0.8270048060534652,0.8843080737141803
IL,2021-2022,39,2022-07-02,0.9002211879101519,0.8688025231902383,0.932190112301331
IL,2021-2022,40,2022-07-09,0.9670860419731141,0.9328258681345066,1.0019554319633015
IL,2021-2022,41,2022-07-16,1.0075239789159482,0.9719773835848939,1.043700031151388
IL,2021-2022,42,2022-07-23,1.0388251759632174,1.0028498870163918,1.0754255626512847
IL,2021-2022,43,2022-07-30,1.018061735798658,0.9830906360642513,1.0536354845946228
IL,2021-2022,44,2022-08-06,1.0098777034042188,0.9753425114666726,1.0450053309784268
IL,2021-2022,45,2022-08-13,0.987851452680013,0.953854846085314,1.022435026215642
IL,2021-2022,46,2022-08-20,0.9734670511191699,0.9395191627178023,1.008009012213868
IL,2021-2022,47,2022-08-27,1.072413874363106,1.0363011664379205,1.1091364400050578
IL,2021-2022,48,2022-09-03,1.1338086535706753,1.0978877776450318,1.1702996753423671
IL,2021-2022,49,2022-09-10,1.1644065870712246,1.1301285844692197,1.1991895589806176
IL,2021-2022,50,2022-09-17,1.0267765311264931,0.9968711685094055,1.0571176986917739
IL,2021-2022,51,2022-09-24,0.9874559662321162,0.9585019793669999,1.0168347800551765
IL,2021-2022,52,2022-10-01,0.9963099371703907,0.967046815067629,1.026003160650948
IL,2022-2023,4,2022-10-29,1.1891936930373626,1.162176969592786,1.2165165279910122
IL,2022-2023,5,2022-11-05,1.192198964156577,1.167317106512128,1.2173395719045594
IL,2022-2023,6,2022-11-12,1.1607890076313354,1.1382332372060096,1.1835630068927054
IL,2022-2023,7,2022-11-19,1.1000083298689018,1.079576337600175,1.1206292034526106
IL,2022-2023,8,2022-11-26,1.1450718399324031,1.1251595240403822,1.1651563889462353
IL,2022-2023,9,2022-12-03,1.1339985974911282,1.1154357508048929,1.1527125081260243
IL,2022-2023,10,2022-12-10,1.0787593676407796,1.0617212546102182,1.0959312257199239
IL,2022-2023,11,2022-12-17,0.9601819133322821,0.9446878856784225,0.9758002231391099
IL,2022-2023,12,2022-12-24,0.8436689013677998,0.8288632167255848,0.8586038345072114
IL,2022-2023,13,2022-12-31,0.8056624888313765,0.7899669723616519,0.8215102559239155
IL,2022-2023,14,2023-01-07,0.7400475741318657,0.7233672301086953,0.7569154081898551
IL,2022-2023,15,2023-01-14,0.7656549578393574,0.7460605961774657,0.7854997713541959
IL,2022-2023,16,2023-01-21,0.7828336646745631,0.7603193675372228,0.8056718812358177
IL,2022-2023,17,2023-01-28,0.8900636908987416,0.863061408000265,0.9174760986799517
IL,2022-2023,18,2023-02-04,0.9837095260849985,0.9536771765852053,1.0142009575578894
IL,2022-2023,19,2023-02-11,1.0598544177006266,1.02842122413579,1.0917541822407015
IL,2022-2023,20,2023-02-18,1.0647793650823,1.0341363673487838,1.095863523378063
IL,2022-2023,21,2023-02-25,1.0782588733478755,1.0483346959975322,1.108598281897048
IL,2022-2023,22,2023-03-04,1.0392732528110293,1.0109411527552288,1.0679914430163284
IL,2022-2023,23,2023-03-11,1.0137412974212343,0.9862732451414592,1.0415813584866758
IL,2022-2023,24,2023-03-18,0.9965034738885183,0.9694477778633549,1.023926346725306
IL,2022-2023,25,2023-03-25,0.9918463047716533,0.9648071322818785,1.0192539482935197
IL,2022-2023,26,2023-04-01,0.9469298695705262,0.9204083313410135,0.9738228611259314
IL,2022-2023,27,2023-04-08,0.902749256413188,0.8761709475592394,0.9297191510394124
