region,season,epiweek,week_end,num_ili,num_patients,ili
IL,2020-2021,202112,2021-03-27,411,71646,0.573654
IL,2020-2021,202113,2021-04-03,409,70924,0.576674
IL,2020-2021,202114,2021-04-10,571,76786,0.743625
IL,2020-2021,202115,2021-04-17,502,77651,0.646482
IL,2020-2021,202116,2021-04-24,557,69734,0.79875
IL,2020-2021,202117,2021-05-01,549,72706,0.755096
IL,2020-2021,202118,2021-05-08,485,72041,0.673228
IL,2020-2021,202119,2021-05-15,557,67971,0.819467
IL,2020-2021,202120,2021-05-22,541,70315,0.769395
IL,2020-2021,202121,2021-05-29,468,66521,0.703537
IL,2020-2021,202122,2021-06-05,548,66350,0.825923
IL,2020-2021,202123,2021-06-12,561,70781,0.792586
IL,2020-2021,202124,2021-06-19,523,70591,0.740888
IL,2020-2021,202125,2021-06-26,564,68933,0.818186
IL,2020-2021,202126,2021-07-03,557,69906,0.796784
IL,2020-2021,202127,2021-07-10,604,66783,0.904422
IL,2020-2021,202128,2021-07-17,670,71406,0.938297
IL,2020-2021,202129,2021-07-24,716,72571,0.98662
IL,2020-2021,202130,2021-07-31,805,73969,1.08829
IL,2020-2021,202131,2021-08-07,863,73874,1.16821
IL,2020-2021,202132,2021-08-14,887,74739,1.1868
IL,2020-2021,202133,2021-08-21,958,75922,1.26182
IL,2020-2021,202134,2021-08-28,999,77945,1.28167
IL,2020-2021,202135,2021-09-04,1066,78242,1.36244
IL,2020-2021,202136,2021-09-11,1091,77296,1.41146
IL,2020-2021,202137,2021-09-18,1053,79128,1.33076
IL,2020-2021,202138,2021-09-25,936,75272,1.24349
IL,2020-2021,202139,2021-10-02,937,73745,1.27059
IL,2021-2022,202140,2021-10-09,815,83223,0.979297
IL,2021-2022,202141,2021-10-16,797,79363,1.00425
IL,2021-2022,202142,2021-10-23,843,81055,1.04003
IL,2021-2022,202143,2021-10-30,840,78213,1.07399
IL,2021-2022,202144,2021-11-06,892,78472,1.13671
IL,2021-2022,202145,2021-11-13,959,79086,1.2126
IL,2021-2022,202146,2021-11-20,1094,76021,1.43908
IL,2021-2022,202147,2021-11-27,1169,66518,1.75742
IL,2021-2022,202148,2021-12-04,1487,85058,1.74822
IL,2021-2022,202149,2021-12-11,1580,78221,2.01992
IL,2021-2022,202150,2021-12-18,1728,76033,2.2727
IL,2021-2022,202151,2021-12-25,2303,74834,3.07748
IL,2021-2022,202152,2022-01-01,2929,85212,3.43731
IL,2021-2022,202201,2022-01-08,2692,77490,3.474
IL,2021-2022,202202,2022-01-15,1772,75128,2.35864
IL,2021-2022,202203,2022-01-22,1287,67778,1.89885
IL,2021-2022,202204,2022-01-29,950,64465,1.47367
IL,2021-2022,202205,2022-02-05,635,57548,1.10343
IL,2021-2022,202206,2022-02-12,674,69155,0.974622
IL,2021-2022,202207,2022-02-19,768,67262,1.1418
IL,2021-2022,202208,2022-02-26,918,67080,1.36852
IL,2021-2022,202209,2022-03-05,1033,72929,1.41645
IL,2021-2022,202210,2022-03-12,1186,71868,1.65025
IL,2021-2022,202211,2022-03-19,1405,74334,1.89012
IL,2021-2022,202212,2022-03-26,1498,74041,2.0232
IL,2021-2022,202213,2022-04-02,1581,71016,2.22626
IL,2021-2022,202214,2022-04-09,1654,73873,2.23898
IL,2021-2022,202215,2022-04-16,1799,73443,2.44952
IL,2021-2022,202216,2022-04-23,1881,74034,2.54072
IL,2021-2022,202217,2022-04-30,1908,77024,2.47715
IL,2021-2022,202218,2022-05-07,1845,77501,2.38061
IL,2021-2022,202219,2022-05-14,1983,80846,2.45281
IL,2021-2022,202220,2022-05-21,1753,80079,2.18909
IL,2021-2022,202221,2022-05-28,1580,71159,2.22038
IL,2021-2022,202222,2022-06-04,1572,71648,2.19406
IL,2021-2022,202223,2022-06-11,1316,70055,1.87852
IL,2021-2022,202224,2022-06-18,1098,70015,1.56824
IL,2021-2022,202225,2022-06-25,1009,70202,1.43728
IL,2021-2022,202226,2022-07-02,991,67920,1.45907
IL,2021-2022,202227,2022-07-09,1006,68591,1.46666
IL,2021-2022,202228,2022-07-16,1034,70899,1.45841
IL,2021-2022,202229,2022-07-23,1107,70737,1.56495
IL,2021-2022,202230,2022-07-30,1058,70264,1.50575
IL,2021-2022,202231,2022-08-06,1063,68611,1.54931
IL,2021-2022,202232,2022-08-13,1066,69665,1.53018
IL,2021-2022,202233,2022-08-20,974,67705,1.43859
IL,2021-2022,202234,2022-08-27,1290,73775,1.74856
IL,2021-2022,202235,2022-09-03,1502,74441,2.01771
IL,2021-2022,202236,2022-09-10,1575,75899,2.07513
IL,2021-2022,202237,2022-09-17,1385,75051,1.84541
IL,2021-2022,202238,2022-09-24,1442,73192,1.97016
IL,2021-2022,202239,2022-10-01,1560,77323,2.01751
IL,2022-2023,202240,2022-10-08,1759,69164,2.54323
IL,2022-2023,202241,2022-10-15,2090,77348,2.70207
IL,2022-2023,202242,2022-10-22,2422,79863,3.03269
IL,2022-2023,202243,2022-10-29,2846,82167,3.46368
IL,2022-2023,202244,2022-11-05,3459,82535,4.19095
IL,2022-2023,202245,2022-11-12,3770,87471,4.31
IL,2022-2023,202246,2022-11-19,3802,78460,4.84578
IL,2022-2023,202247,2022-11-26,5021,76504,6.56306
IL,2022-2023,202248,2022-12-03,5396,85652,6.29991
IL,2022-2023,202249,2022-12-10,4861,82645,5.88178
IL,2022-2023,202250,2022-12-17,4377,71339,6.13549
IL,2022-2023,202251,2022-12-24,3126,63003,4.96167
IL,2022-2023,202252,2022-12-31,2520,66524,3.78811
IL,2022-2023,202301,2023-01-07,1830,69697,2.62565
IL,2022-2023,202302,2023-01-14,1440,68763,2.09415
IL,2022-2023,202303,2023-01-21,1307,68954,1.89547
IL,2022-2023,202304,2023-01-28,1363,68288,1.99596
IL,2022-2023,202305,2023-02-04,1388,68030,2.04028
IL,2022-2023,202306,2023-02-11,1551,73123,2.12108
IL,2022-2023,202307,2023-02-18,1632,71596,2.27946
IL,2022-2023,202308,2023-02-25,1735,73112,2.37307
IL,2022-2023,202309,2023-03-04,1731,74403,2.32652
IL,2022-2023,202310,2023-03-11,1695,72658,2.33285
IL,2022-2023,202311,2023-03-18,1714,72782,2.35498
IL,2022-2023,202312,2023-03-25,1689,73965,2.28351
IL,2022-2023,202313,2023-04-01,1425,72476,1.96617
IL,2022-2023,202314,2023-04-08,1252,72127,1.73583
IL,2022-2023,202315,2023-04-15,1112,72048,1.54342
IL,2022-2023,202316,2023-04-22,1047,72389,1.44635
IL,2022-2023,202317,2023-04-29,937,69330,1.35151
IL,2022-2023,202318,2023-05-06,944,74394,1.26892
IL,2022-2023,202319,2023-05-13,827,73277,1.12859
IL,2022-2023,202320,2023-05-20,174,17127,1.01594
MA,2017-2018,201740,2017-10-07,186,27326,0.68067
MA,2017-2018,201741,2017-10-14,296,33195,0.891701
MA,2017-2018,201742,2017-10-21,279,34533,0.807923
MA,2017-2018,201743,2017-10-28,337,35064,0.9611
MA,2017-2018,201744,2017-11-04,338,33940,0.995875
MA,2017-2018,201745,2017-11-11,441,36517,1.20766
MA,2017-2018,201746,2017-11-18,472,37033,1.27454
MA,2017-2018,201747,2017-11-25,455,27381,1.66174
MA,2017-2018,201748,2017-12-02,504,36208,1.39196
MA,2017-2018,201749,2017-12-09,555,36645,1.51453
MA,2017-2018,201750,2017-12-16,639,37084,1.72312
MA,2017-2018,201751,2017-12-23,719,34148,2.10554
MA,2017-2018,201752,2017-12-30,796,25554,3.11497
MA,2017-2018,201801,2018-01-06,721,25132,2.86885
MA,2017-2018,201802,2018-01-13,819,35712,2.2933500000000002
MA,2017-2018,201803,2018-01-20,1066,33669,3.16612
MA,2017-2018,201804,2018-01-27,1480,37988,3.89597
MA,2017-2018,201805,2018-02-03,1992,36294,5.48851
MA,2017-2018,201806,2018-02-10,2069,38157,5.42233
MA,2017-2018,201807,2018-02-17,1986,39181,5.06878
MA,2017-2018,201808,2018-02-24,1532,33203,4.61404
MA,2017-2018,201809,2018-03-03,1040,34625,3.00361
MA,2017-2018,201810,2018-03-10,765,31894,2.39857
MA,2017-2018,201811,2018-03-17,669,28839,2.31978
MA,2017-2018,201812,2018-03-24,589,33600,1.75298
MA,2017-2018,201813,2018-03-31,636,34908,1.82193
MA,2017-2018,201814,2018-04-07,678,35190,1.92668
MA,2017-2018,201815,2018-04-14,685,37124,1.84517
MA,2017-2018,201816,2018-04-21,500,30204,1.65541
MA,2017-2018,201817,2018-04-28,459,35287,1.30076
MA,2017-2018,201818,2018-05-05,418,34576,1.20893
MA,2017-2018,201819,2018-05-12,366,34708,1.05451
MA,2017-2018,201820,2018-05-19,339,33369,1.01591
MA,2017-2018,201821,2018-05-26,337,31442,1.07181
MA,2017-2018,201822,2018-06-02,248,27624,0.89777
MA,2017-2018,201823,2018-06-09,193,28156,0.685467
MA,2017-2018,201824,2018-06-16,185,28425,0.650836
MA,2017-2018,201825,2018-06-23,178,25591,0.695557
MA,2017-2018,201826,2018-06-30,192,26687,0.719451
MA,2017-2018,201827,2018-07-07,159,22604,0.703415
MA,2017-2018,201828,2018-07-14,241,30018,0.802852
MA,2017-2018,201829,2018-07-21,193,29372,0.657088
MA,2017-2018,201830,2018-07-28,198,29665,0.667453
MA,2017-2018,201831,2018-08-04,165,29251,0.564083
MA,2017-2018,201832,2018-08-11,191,29137,0.655524
MA,2017-2018,201833,2018-08-18,205,29745,0.689191
MA,2017-2018,201834,2018-08-25,203,28563,0.71071
MA,2017-2018,201835,2018-09-01,191,26608,0.717829
MA,2017-2018,201836,2018-09-08,238,27604,0.862194
MA,2017-2018,201837,2018-09-15,288,31230,0.92219
MA,2017-2018,201838,2018-09-22,321,31809,1.00915
MA,2017-2018,201839,2018-09-29,318,30387,1.0465
MA,2018-2019,201840,2018-10-06,505,50115,1.00768
MA,2018-2019,201841,2018-10-13,583,50048,1.16488
MA,2018-2019,201842,2018-10-20,605,47524,1.27304
MA,2018-2019,201843,2018-10-27,550,48101,1.14343
MA,2018-2019,201844,2018-11-03,565,50500,1.11881
MA,2018-2019,201845,2018-11-10,599,49345,1.2139
MA,2018-2019,201846,2018-11-17,577,48459,1.1907
MA,2018-2019,201847,2018-11-24,644,39499,1.63042
MA,2018-2019,201848,2018-12-01,716,51476,1.39094
MA,2018-2019,201849,2018-12-08,762,50580,1.50652
MA,2018-2019,201850,2018-12-15,867,51321,1.68937
MA,2018-2019,201851,2018-12-22,1089,48138,2.26225
MA,2018-2019,201852,2018-12-29,1361,41037,3.31652
MA,2018-2019,201901,2019-01-05,1461,45633,3.20163
MA,2018-2019,201902,2019-01-12,1463,50391,2.9033
MA,2018-2019,201903,2019-01-19,1540,50780,3.03269
MA,2018-2019,201904,2019-01-26,1505,47575,3.16343
MA,2018-2019,201905,2019-02-02,1568,48947,3.20346
MA,2018-2019,201906,2019-02-09,1836,52774,3.47899
MA,2018-2019,201907,2019-02-16,1409,48122,2.92797
MA,2018-2019,201908,2019-02-23,1450,45189,3.20875
MA,2018-2019,201909,2019-03-02,1239,50721,2.44278
MA,2018-2019,201910,2019-03-09,1109,47639,2.32792
MA,2018-2019,201911,2019-03-16,1201,49999,2.40205
MA,2018-2019,201912,2019-03-23,1125,50253,2.23867
MA,2018-2019,201913,2019-03-30,1237,52034,2.37729
MA,2018-2019,201914,2019-04-06,1202,52008,2.31118
MA,2018-2019,201915,2019-04-13,1146,52522,2.18194
MA,2018-2019,201916,2019-04-20,888,46350,1.91586
MA,2018-2019,201917,2019-04-27,700,49902,1.40275
MA,2018-2019,201918,2019-05-04,653,49362,1.32288
MA,2018-2019,201919,2019-05-11,550,49135,1.11937
MA,2018-2019,201920,2019-05-18,599,48412,1.2373
MA,2018-2019,201921,2019-05-25,556,50599,1.09884
MA,2018-2019,201922,2019-06-01,439,32679,1.34337
MA,2018-2019,201923,2019-06-08,466,46351,1.00537
MA,2018-2019,201924,2019-06-15,394,45919,0.858033
MA,2018-2019,201925,2019-06-22,381,46135,0.825837
MA,2018-2019,201926,2019-06-29,382,45514,0.839302
MA,2018-2019,201927,2019-07-06,308,39793,0.774005
MA,2018-2019,201928,2019-07-13,293,46052,0.636237
MA,2018-2019,201929,2019-07-20,297,44231,0.671475
MA,2018-2019,201930,2019-07-27,257,44053,0.583388
MA,2018-2019,201931,2019-08-03,256,44249,0.578544
MA,2018-2019,201932,2019-08-10,276,43949,0.628001
MA,2018-2019,201933,2019-08-17,230,43418,0.529734
MA,2018-2019,201934,2019-08-24,258,43456,0.593704
MA,2018-2019,201935,2019-08-31,312,44287,0.704496
MA,2018-2019,201936,2019-09-07,326,41654,0.782638
MA,2018-2019,201937,2019-09-14,380,46543,0.816449
MA,2018-2019,201938,2019-09-21,433,47609,0.909492
MA,2018-2019,201939,2019-09-28,483,48604,0.993745
MA,2019-2020,201940,2019-10-05,555,59398,0.934375
MA,2019-2020,201941,2019-10-12,599,58916,1.0167
MA,2019-2020,201942,2019-10-19,632,59958,1.05407
MA,2019-2020,201943,2019-10-26,611,61731,0.989778
MA,2019-2020,201944,2019-11-02,648,60740,1.06684
MA,2019-2020,201945,2019-11-09,754,61668,1.22268
MA,2019-2020,201946,2019-11-16,868,59278,1.46429
MA,2019-2020,201947,2019-11-23,879,61152,1.4374
MA,2019-2020,201948,2019-11-30,961,50212,1.91389
MA,2019-2020,201949,2019-12-07,1086,57718,1.88156
MA,2019-2020,201950,2019-12-14,1099,61698,1.78126
MA,2019-2020,201951,2019-12-21,1371,58290,2.35203
MA,2019-2020,201952,2019-12-28,1819,50809,3.58007
MA,2019-2020,202001,2020-01-04,2189,55796,3.92322
MA,2019-2020,202002,2020-01-11,2142,63610,3.3674
MA,2019-2020,202003,2020-01-18,2590,62349,4.15404
MA,2019-2020,202004,2020-01-25,3062,60990,5.0205
MA,2019-2020,202005,2020-02-01,3746,67541,5.54626
MA,2019-2020,202006,2020-02-08,4087,65220,6.26648
MA,2019-2020,202007,2020-02-15,3338,63433,5.26225
MA,2019-2020,202008,2020-02-22,2680,56496,4.7437
MA,2019-2020,202009,2020-02-29,2262,62526,3.6177
MA,2019-2020,202010,2020-03-07,2092,59253,3.53062
MA,2019-2020,202011,2020-03-14,2461,53516,4.59862
MA,2019-2020,202012,2020-03-21,2123,32098,6.61412
MA,2019-2020,202013,2020-03-28,1429,26059,5.48371
MA,2019-2020,202014,2020-04-04,1225,23771,5.15334
MA,2019-2020,202015,2020-04-11,1017,23660,4.29839
MA,2019-2020,202016,2020-04-18,874,23493,3.72026
MA,2019-2020,202017,2020-04-25,731,25158,2.90564
MA,2019-2020,202018,2020-05-02,639,26496,2.41168
MA,2019-2020,202019,2020-05-09,525,27313,1.92216
MA,2019-2020,202020,2020-05-16,486,28110,1.72892
MA,2019-2020,202021,2020-05-23,377,29376,1.28336
MA,2019-2020,202022,2020-05-30,299,29868,1.00107
MA,2019-2020,202023,2020-06-06,312,32128,0.971116
MA,2019-2020,202024,2020-06-13,262,31709,0.826264
MA,2019-2020,202025,2020-06-20,231,32739,0.705581
MA,2019-2020,202026,2020-06-27,255,35078,0.726951
MA,2019-2020,202027,2020-07-04,210,34622,0.606551
MA,2019-2020,202028,2020-07-11,243,38766,0.626838
MA,2019-2020,202029,2020-07-18,246,39712,0.61946
MA,2019-2020,202030,2020-07-25,221,39665,0.557166
MA,2019-2020,202031,2020-08-01,267,41044,0.650521
MA,2019-2020,202032,2020-08-08,272,41221,0.659858
MA,2019-2020,202033,2020-08-15,317,40775,0.777437
MA,2019-2020,202034,2020-08-22,312,41087,0.759364
MA,2019-2020,202035,2020-08-29,287,41184,0.696873
MA,2019-2020,202036,2020-09-05,284,41071,0.691485
MA,2019-2020,202037,2020-09-12,289,39808,0.725985
MA,2019-2020,202038,2020-09-19,292,41041,0.711484
MA,2019-2020,202039,2020-09-26,295,41240,0.715325
MA,2020-2021,202040,2020-10-03,470,71001,0.661963
MA,2020-2021,202041,2020-10-10,528,71366,0.739848
MA,2020-2021,202042,2020-10-17,414,68042,0.608448
MA,2020-2021,202043,2020-10-24,450,67223,0.669414
MA,2020-2021,202044,2020-10-31,450,57035,0.788989
MA,2020-2021,202045,2020-11-07,547,57240,0.955625
MA,2020-2021,202046,2020-11-14,584,60277,0.96886
MA,2020-2021,202047,2020-11-21,562,57671,0.974493
MA,2020-2021,202048,2020-11-28,600,50934,1.178
MA,2020-2021,202049,2020-12-05,641,58423,1.09717
MA,2020-2021,202050,2020-12-12,590,56613,1.04216
MA,2020-2021,202051,2020-12-19,548,52038,1.05308
MA,2020-2021,202052,2020-12-26,552,50273,1.098
MA,2020-2021,202053,2021-01-02,571,52298,1.09182
MA,2020-2021,202101,2021-01-09,563,56810,0.991023
MA,2020-2021,202102,2021-01-16,421,54494,0.772562
MA,2020-2021,202103,2021-01-23,400,53183,0.75212
MA,2020-2021,202104,2021-01-30,398,53458,0.74451
MA,2020-2021,202105,2021-02-06,298,52749,0.56494
MA,2020-2021,202106,2021-02-13,280,53245,0.525871
MA,2020-2021,202107,2021-02-20,262,51372,0.510005
MA,2020-2021,202108,2021-02-27,264,57360,0.460251
MA,2020-2021,202109,2021-03-06,283,56166,0.503864
MA,2020-2021,202110,2021-03-13,314,57448,0.546581
MA,2020-2021,202111,2021-03-20,307,57679,0.532256
MA,2020-2021,202112,2021-03-27,330,61072,0.540346
MA,2020-2021,202113,2021-04-03,365,59727,0.611114
MA,2020-2021,202114,2021-04-10,398,62787,0.633889
MA,2020-2021,202115,2021-04-17,348,63928,0.544362
MA,2020-2021,202116,2021-04-24,318,60622,0.524562
MA,2020-2021,202117,2021-05-01,328,64205,0.510864
MA,2020-2021,202118,2021-05-08,345,64233,0.537107
MA,2020-2021,202119,2021-05-15,384,65002,0.590751
MA,2020-2021,202120,2021-05-22,411,68051,0.603959
MA,2020-2021,202121,2021-05-29,393,66842,0.587954
MA,2020-2021,202122,2021-06-05,462,64537,0.715868
MA,2020-2021,202123,2021-06-12,491,70615,0.69532
MA,2020-2021,202124,2021-06-19,546,70125,0.77861
MA,2020-2021,202125,2021-06-26,552,69529,0.793913
MA,2020-2021,202126,2021-07-03,503,69549,0.723231
MA,2020-2021,202127,2021-07-10,570,66648,0.855239
MA,2020-2021,202128,2021-07-17,566,71927,0.786909
MA,2020-2021,202129,2021-07-24,625,73441,0.851023
MA,2020-2021,202130,2021-07-31,728,73775,0.986784
MA,2020-2021,202131,2021-08-07,759,72788,1.04275
MA,2020-2021,202132,2021-08-14,771,74239,1.03854
MA,2020-2021,202133,2021-08-21,751,72879,1.03048
MA,2020-2021,202134,2021-08-28,727,71783,1.01277
MA,2020-2021,202135,2021-09-04,742,72450,1.02415
MA,2020-2021,202136,2021-09-11,889,72016,1.23445
MA,2020-2021,202137,2021-09-18,889,75955,1.17043
MA,2020-2021,202138,2021-09-25,973,75514,1.2885
MA,2020-2021,202139,2021-10-02,1011,74231,1.36196
MA,2021-2022,202140,2021-10-09,955,75296,1.26833
MA,2021-2022,202141,2021-10-16,912,75295,1.21124
MA,2021-2022,202142,2021-10-23,836,74809,1.11751
MA,2021-2022,202143,2021-10-30,769,70897,1.08467
MA,2021-2022,202144,2021-11-06,875,72800,1.20192
MA,2021-2022,202145,2021-11-13,1028,72349,1.42089
MA,2021-2022,202146,2021-11-20,1150,73420,1.56633
MA,2021-2022,202147,2021-11-27,1258,62714,2.00593
MA,2021-2022,202148,2021-12-04,1898,74763,2.53869
MA,2021-2022,202149,2021-12-11,2079,72517,2.86691
MA,2021-2022,202150,2021-12-18,2050,72813,2.81543
MA,2021-2022,202151,2021-12-25,2230,64371,3.46429
MA,2021-2022,202152,2022-01-01,3150,71697,4.39349
MA,2021-2022,202201,2022-01-08,2318,72518,3.19645
MA,2021-2022,202202,2022-01-15,1238,63542,1.94832
MA,2021-2022,202203,2022-01-22,717,59611,1.2028
MA,2021-2022,202204,2022-01-29,472,56605,0.833849
MA,2021-2022,202205,2022-02-05,420,56652,0.741368
MA,2021-2022,202206,2022-02-12,332,62804,0.528629
MA,2021-2022,202207,2022-02-19,310,61765,0.501902
MA,2021-2022,202208,2022-02-26,354,55847,0.633875
MA,2021-2022,202209,2022-03-05,409,65243,0.626887
MA,2021-2022,202210,2022-03-12,658,64965,1.01285
MA,2021-2022,202211,2022-03-19,804,66910,1.20161
MA,2021-2022,202212,2022-03-26,1069,69349,1.54148
MA,2021-2022,202213,2022-04-02,1492,70425,2.11857
MA,2021-2022,202214,2022-04-09,2044,72193,2.8313
MA,2021-2022,202215,2022-04-16,2493,72677,3.43025
MA,2021-2022,202216,2022-04-23,2192,66361,3.30314
MA,2021-2022,202217,2022-04-30,2065,73176,2.82196
MA,2021-2022,202218,2022-05-07,2406,73974,3.25249
MA,2021-2022,202219,2022-05-14,2561,76066,3.36681
MA,2021-2022,202220,2022-05-21,1911,72976,2.61867
MA,2021-2022,202221,2022-05-28,1445,70557,2.04799
MA,2021-2022,202222,2022-06-04,1073,66354,1.61708
MA,2021-2022,202223,2022-06-11,930,69482,1.33848
MA,2021-2022,202224,2022-06-18,841,69934,1.20256
MA,2021-2022,202225,2022-06-25,731,68235,1.0713
MA,2021-2022,202226,2022-07-02,695,69473,1.00039
MA,2021-2022,202227,2022-07-09,659,67159,0.981253
MA,2021-2022,202228,2022-07-16,523,69571,0.75175
MA,2021-2022,202229,2022-07-23,559,68657,0.814192
MA,2021-2022,202230,2022-07-30,565,69729,0.81028
MA,2021-2022,202231,2022-08-06,536,69481,0.771434
MA,2021-2022,202232,2022-08-13,554,69166,0.800972
MA,2021-2022,202233,2022-08-20,544,66635,0.816388
MA,2021-2022,202234,2022-08-27,559,68230,0.819288
MA,2021-2022,202235,2022-09-03,521,67750,0.769004
MA,2021-2022,202236,2022-09-10,611,66832,0.914233
MA,2021-2022,202237,2022-09-17,828,73290,1.12976
MA,2021-2022,202238,2022-09-24,1016,82424,1.23265
MA,2021-2022,202239,2022-10-01,1113,80018,1.39094
MA,2022-2023,202240,2022-10-08,1269,80301,1.5803
MA,2022-2023,202241,2022-10-15,1412,81774,1.72671
MA,2022-2023,202242,2022-10-22,1402,83069,1.68775
MA,2022-2023,202243,2022-10-29,1732,83545,2.07313
MA,2022-2023,202244,2022-11-05,2260,85484,2.64377
MA,2022-2023,202245,2022-11-12,2256,85064,2.65212
MA,2022-2023,202246,2022-11-19,2254,81357,2.77051
MA,2022-2023,202247,2022-11-26,3200,69756,4.58742
MA,2022-2023,202248,2022-12-03,5451,86266,6.31883
MA,2022-2023,202249,2022-12-10,6685,84624,7.89965
MA,2022-2023,202250,2022-12-17,7292,83593,8.72322
MA,2022-2023,202251,2022-12-24,6988,78550,8.89624
MA,2022-2023,202252,2022-12-31,5893,74119,7.95073
MA,2022-2023,202301,2023-01-07,3698,78385,4.71774
MA,2022-2023,202302,2023-01-14,2120,76835,2.75916
MA,2022-2023,202303,2023-01-21,1526,71649,2.12983
MA,2022-2023,202304,2023-01-28,1429,75125,1.90216
MA,2022-2023,202305,2023-02-04,1246,73176,1.70274
MA,2022-2023,202306,2023-02-11,1335,77552,1.72143
MA,2022-2023,202307,2023-02-18,1472,78971,1.86398
MA,2022-2023,202308,2023-02-25,1162,70751,1.64238
MA,2022-2023,202309,2023-03-04,1084,75034,1.44468
MA,2022-2023,202310,2023-03-11,1217,76590,1.58898
MA,2022-2023,202311,2023-03-18,1125,74554,1.50897
MA,2022-2023,202312,2023-03-25,1305,79218,1.64735
MA,2022-2023,202313,2023-04-01,1330,78988,1.6838
MA,2022-2023,202314,2023-04-08,1251,78577,1.59207
MA,2022-2023,202315,2023-04-15,1275,81574,1.563
MA,2022-2023,202316,2023-04-22,973,73945,1.31584
MA,2022-2023,202317,2023-04-29,960,77503,1.23866
MA,2022-2023,202318,2023-05-06,954,78101,1.2215
MA,2022-2023,202319,2023-05-13,1110,82238,1.34974
MA,2022-2023,202320,2023-05-20,1081,83950,1.28767
MI,2017-2018,201740,2017-10-07,290,27423,1.05751
MI,2017-2018,201741,2017-10-14,311,26161,1.18879
MI,2017-2018,201742,2017-10-21,374,27841,1.34334
MI,2017-2018,201743,2017-10-28,376,27302,1.37719
MI,2017-2018,201744,2017-11-04,343,27443,1.24986
MI,2017-2018,201745,2017-11-11,442,27941,1.5819
MI,2017-2018,201746,2017-11-18,395,26283,1.50287
MI,2017-2018,201747,2017-11-25,428,22916,1.86769
MI,2017-2018,201748,2017-12-02,429,27260,1.57373
MI,2017-2018,201749,2017-12-09,524,28016,1.87036
MI,2017-2018,201750,2017-12-16,545,24674,2.2088
MI,2017-2018,201751,2017-12-23,579,21047,2.75099
MI,2017-2018,201752,2017-12-30,566,16169,3.50053
MI,2017-2018,201801,2018-01-06,676,22838,2.95998
MI,2017-2018,201802,2018-01-13,1105,27532,4.01351
MI,2017-2018,201803,2018-01-20,1347,27458,4.90567
MI,2017-2018,201804,2018-01-27,1515,28917,5.23913
MI,2017-2018,201805,2018-02-03,1620,28774,5.63008
MI,2017-2018,201806,2018-02-10,1386,26633,5.20407
MI,2017-2018,201807,2018-02-17,1027,25698,3.99642
MI,2017-2018,201808,2018-02-24,880,25751,3.41734
MI,2017-2018,201809,2018-03-03,781,25714,3.03726
MI,2017-2018,201810,2018-03-10,595,25831,2.30343
MI,2017-2018,201811,2018-03-17,442,25496,1.73361
MI,2017-2018,201812,2018-03-24,547,25688,2.1294
MI,2017-2018,201813,2018-03-31,465,20307,2.28985
MI,2017-2018,201814,2018-04-07,430,23634,1.81941
MI,2017-2018,201815,2018-04-14,376,23402,1.6067
MI,2017-2018,201816,2018-04-21,323,22875,1.41202
MI,2017-2018,201817,2018-04-28,245,19350,1.26615
MI,2017-2018,201818,2018-05-05,127,19514,0.650815
MI,2017-2018,201819,2018-05-12,174,20428,0.851772
MI,2017-2018,201820,2018-05-19,152,23184,0.655625
MI,2017-2018,201821,2018-05-26,127,20273,0.626449
MI,2017-2018,201822,2018-06-02,93,18317,0.507725
MI,2017-2018,201823,2018-06-09,72,18287,0.393722
MI,2017-2018,201824,2018-06-16,130,17967,0.723549
MI,2017-2018,201825,2018-06-23,73,18011,0.405308
MI,2017-2018,201826,2018-06-30,68,15115,0.449884
MI,2017-2018,201827,2018-07-07,54,14529,0.37167
MI,2017-2018,201828,2018-07-14,48,14529,0.330374
MI,2017-2018,201829,2018-07-21,39,14967,0.260573
MI,2017-2018,201830,2018-07-28,65,16330,0.39804
MI,2017-2018,201831,2018-08-04,75,14752,0.508406
MI,2017-2018,201832,2018-08-11,43,14429,0.298011
MI,2017-2018,201833,2018-08-18,60,15202,0.394685
MI,2017-2018,201834,2018-08-25,46,9344,0.492295
MI,2017-2018,201835,2018-09-01,43,9870,0.435664
MI,2017-2018,201836,2018-09-08,89,9065,0.981798
MI,2017-2018,201837,2018-09-15,144,12070,1.19304
MI,2017-2018,201838,2018-09-22,196,12649,1.54953
MI,2017-2018,201839,2018-09-29,163,10612,1.536
MI,2018-2019,201840,2018-10-06,281,27319,1.02859
MI,2018-2019,201841,2018-10-13,259,24182,1.07104
MI,2018-2019,201842,2018-10-20,293,26948,1.08728
MI,2018-2019,201843,2018-10-27,339,28257,1.1997
MI,2018-2019,201844,2018-11-03,311,26945,1.1542
MI,2018-2019,201845,2018-11-10,382,27957,1.36638
MI,2018-2019,201846,2018-11-17,354,24401,1.45076
MI,2018-2019,201847,2018-11-24,189,11263,1.67806
MI,2018-2019,201848,2018-12-01,386,26030,1.4829
MI,2018-2019,201849,2018-12-08,352,25604,1.37479
MI,2018-2019,201850,2018-12-15,420,26050,1.61228
MI,2018-2019,201851,2018-12-22,388,15898,2.44056
MI,2018-2019,201852,2018-12-29,342,14549,2.35068
MI,2018-2019,201901,2019-01-05,425,22502,1.88872
MI,2018-2019,201902,2019-01-12,455,28229,1.61182
MI,2018-2019,201903,2019-01-19,511,26566,1.92351
