region,season,epiweek,week_end,num_ili,num_patients,ili
MI,2018-2019,201904,2019-01-26,340,15983,2.12726
MI,2018-2019,201905,2019-02-02,368,21066,1.74689
MI,2018-2019,201906,2019-02-09,433,25360,1.70741
MI,2018-2019,201907,2019-02-16,490,26202,1.87009
MI,2018-2019,201908,2019-02-23,475,26421,1.79781
MI,2018-2019,201909,2019-03-02,590,26761,2.2047
MI,2018-2019,201910,2019-03-09,622,26967,2.30652
MI,2018-2019,201911,2019-03-16,755,25628,2.946
MI,2018-2019,201912,2019-03-23,813,25288,3.21496
MI,2018-2019,201913,2019-03-30,639,23800,2.68487
MI,2018-2019,201914,2019-04-06,590,26403,2.23459
MI,2018-2019,201915,2019-04-13,424,27472,1.54339
MI,2018-2019,201916,2019-04-20,385,26104,1.47487
MI,2018-2019,201917,2019-04-27,268,24380,1.09926
MI,2018-2019,201918,2019-05-04,231,24260,0.952185
MI,2018-2019,201919,2019-05-11,236,23987,0.983866
MI,2018-2019,201920,2019-05-18,208,23265,0.894047
MI,2018-2019,201921,2019-05-25,148,20924,0.707322
MI,2018-2019,201922,2019-06-01,140,20228,0.69211
MI,2018-2019,201923,2019-06-08,144,23017,0.625625
MI,2018-2019,201924,2019-06-15,128,22074,0.579868
MI,2018-2019,201925,2019-06-22,84,19722,0.42592
MI,2018-2019,201926,2019-06-29,89,16130,0.551767
MI,2018-2019,201927,2019-07-06,66,18367,0.35934
MI,2018-2019,201928,2019-07-13,81,21568,0.375556
MI,2018-2019,201929,2019-07-20,47,18793,0.250093
MI,2018-2019,201930,2019-07-27,73,20550,0.355231
MI,2018-2019,201931,2019-08-03,57,18208,0.313049
MI,2018-2019,201932,2019-08-10,61,17847,0.341794
MI,2018-2019,201933,2019-08-17,68,19102,0.355984
MI,2018-2019,201934,2019-08-24,69,19097,0.361313
MI,2018-2019,201935,2019-08-31,88,17900,0.49162
MI,2018-2019,201936,2019-09-07,186,21773,0.854269
MI,2018-2019,201937,2019-09-14,230,23747,0.968543
MI,2018-2019,201938,2019-09-21,208,23214,0.896011
MI,2018-2019,201939,2019-09-28,194,23019,0.842782
MI,2019-2020,201940,2019-10-05,181,22693,0.797603
MI,2019-2020,201941,2019-10-12,231,24974,0.924962
MI,2019-2020,201942,2019-10-19,227,23956,0.947571
MI,2019-2020,201943,2019-10-26,233,27790,0.838431
MI,2019-2020,201944,2019-11-02,259,26143,0.990705
MI,2019-2020,201945,2019-11-09,258,25829,0.998877
MI,2019-2020,201946,2019-11-16,285,27242,1.04618
MI,2019-2020,201947,2019-11-23,304,24599,1.23582
MI,2019-2020,201948,2019-11-30,273,22558,1.21021
MI,2019-2020,201949,2019-12-07,404,27698,1.45859
MI,2019-2020,201950,2019-12-14,436,25433,1.71431
MI,2019-2020,201951,2019-12-21,457,19165,2.38456
MI,2019-2020,201952,2019-12-28,373,13705,2.72163
MI,2019-2020,202001,2020-01-04,489,21762,2.24704
MI,2019-2020,202002,2020-01-11,638,28153,2.26619
MI,2019-2020,202003,2020-01-18,622,28575,2.17673
MI,2019-2020,202004,2020-01-25,883,27085,3.26011
MI,2019-2020,202005,2020-02-01,943,25375,3.71626
MI,2019-2020,202006,2020-02-08,1127,27379,4.11629
MI,2019-2020,202007,2020-02-15,1021,25291,4.03701
MI,2019-2020,202008,2020-02-22,814,24996,3.25652
MI,2019-2020,202009,2020-02-29,624,22917,2.72287
MI,2019-2020,202010,2020-03-07,736,25172,2.92388
MI,2019-2020,202011,2020-03-14,531,15066,3.52449
MI,2019-2020,202012,2020-03-21,260,10227,2.54229
MI,2019-2020,202013,2020-03-28,111,6076,1.82686
MI,2019-2020,202014,2020-04-04,101,9228,1.0945
MI,2019-2020,202015,2020-04-11,101,9344,1.08091
MI,2019-2020,202016,2020-04-18,69,10178,0.677933
MI,2019-2020,202017,2020-04-25,88,14253,0.617414
MI,2019-2020,202018,2020-05-02,60,15429,0.388878
MI,2019-2020,202019,2020-05-09,37,15341,0.241184
MI,2019-2020,202020,2020-05-16,46,13938,0.330033
MI,2019-2020,202021,2020-05-23,17,12985,0.13092
MI,2019-2020,202022,2020-05-30,72,16378,0.439614
MI,2019-2020,202023,2020-06-06,59,18286,0.322651
MI,2019-2020,202024,2020-06-13,68,20576,0.330482
MI,2019-2020,202025,2020-06-20,44,17702,0.248559
MI,2019-2020,202026,2020-06-27,55,16118,0.341233
MI,2019-2020,202027,2020-07-04,32,16433,0.19473
MI,2019-2020,202028,2020-07-11,57,17757,0.321
MI,2019-2020,202029,2020-07-18,40,16073,0.248865
MI,2019-2020,202030,2020-07-25,35,16910,0.206978
MI,2019-2020,202031,2020-08-01,62,16115,0.384735
MI,2019-2020,202032,2020-08-08,39,15060,0.258964
MI,2019-2020,202033,2020-08-15,62,17336,0.357637
MI,2019-2020,202034,2020-08-22,66,18696,0.353017
MI,2019-2020,202035,2020-08-29,67,19038,0.351928
MI,2019-2020,202036,2020-09-05,42,15249,0.275428
MI,2019-2020,202037,2020-09-12,35,17464,0.200412
MI,2019-2020,202038,2020-09-19,68,17217,0.394958
MI,2019-2020,202039,2020-09-26,57,18486,0.308341
MI,2020-2021,202040,2020-10-03,59,20155,0.292731
MI,2020-2021,202041,2020-10-10,70,19053,0.367396
MI,2020-2021,202042,2020-10-17,42,14397,0.291727
MI,2020-2021,202043,2020-10-24,22,7453,0.295183
MI,2020-2021,202044,2020-10-31,78,20247,0.385242
MI,2020-2021,202045,2020-11-07,95,20965,0.453136
MI,2020-2021,202046,2020-11-14,85,19760,0.430162
MI,2020-2021,202047,2020-11-21,86,15114,0.569009
MI,2020-2021,202048,2020-11-28,80,15750,0.507937
MI,2020-2021,202049,2020-12-05,59,18047,0.326924
MI,2020-2021,202050,2020-12-12,73,19441,0.375495
MI,2020-2021,202051,2020-12-19,39,12015,0.324594
MI,2020-2021,202052,2020-12-26,37,9785,0.37813
MI,2020-2021,202053,2021-01-02,40,15457,0.258782
MI,2020-2021,202101,2021-01-09,86,18215,0.472138
MI,2020-2021,202102,2021-01-16,40,16403,0.243858
MI,2020-2021,202103,2021-01-23,47,17189,0.273431
MI,2020-2021,202104,2021-01-30,66,17679,0.373324
MI,2020-2021,202105,2021-02-06,42,18117,0.231826
MI,2020-2021,202106,2021-02-13,58,19477,0.297787
MI,2020-2021,202107,2021-02-20,45,17380,0.258918
MI,2020-2021,202108,2021-02-27,66,20138,0.327739
MI,2020-2021,202109,2021-03-06,64,18434,0.347185
MI,2020-2021,202110,2021-03-13,45,17653,0.254914
MI,2020-2021,202111,2021-03-20,43,19569,0.219735
MI,2020-2021,202112,2021-03-27,60,18850,0.318302
MI,2020-2021,202113,2021-04-03,76,16644,0.456621
MI,2020-2021,202114,2021-04-10,76,17463,0.435206
MI,2020-2021,202115,2021-04-17,94,19570,0.480327
MI,2020-2021,202116,2021-04-24,26,15540,0.16731
MI,2020-2021,202117,2021-05-01,86,17408,0.494026
MI,2020-2021,202118,2021-05-08,36,16117,0.223367
MI,2020-2021,202119,2021-05-15,24,16453,0.14587
MI,2020-2021,202120,2021-05-22,36,15662,0.229856
MI,2020-2021,202121,2021-05-29,16,14348,0.111514
MI,2020-2021,202122,2021-06-05,40,16087,0.248648
MI,2020-2021,202123,2021-06-12,39,17355,0.224719
MI,2020-2021,202124,2021-06-19,11,5124,0.214676
MI,2020-2021,202125,2021-06-26,13,5898,0.220414
MI,2020-2021,202126,2021-07-03,15,5825,0.257511
MI,2020-2021,202127,2021-07-10,15,4995,0.3003
MI,2020-2021,202128,2021-07-17,10,5528,0.180897
MI,2020-2021,202129,2021-07-24,17,4801,0.354093
MI,2020-2021,202130,2021-07-31,28,6179,0.453148
MI,2020-2021,202131,2021-08-07,22,5799,0.379376
MI,2020-2021,202132,2021-08-14,24,5283,0.454287
MI,2020-2021,202133,2021-08-21,46,5672,0.811001
MI,2020-2021,202134,2021-08-28,23,4851,0.474129
MI,2020-2021,202135,2021-09-04,24,6637,0.361609
MI,2020-2021,202136,2021-09-11,36,5895,0.610687
MI,2020-2021,202137,2021-09-18,45,7135,0.630694
MI,2020-2021,202138,2021-09-25,59,7504,0.786247
MI,2020-2021,202139,2021-10-02,68,7972,0.852985
MI,2021-2022,202140,2021-10-09,1408,85084,1.65484
MI,2021-2022,202141,2021-10-16,1242,84881,1.46322
MI,2021-2022,202142,2021-10-23,1221,80685,1.51329
MI,2021-2022,202143,2021-10-30,1192,79399,1.50128
MI,2021-2022,202144,2021-11-06,1356,69221,1.95894
MI,2021-2022,202145,2021-11-13,1643,79433,2.06841
MI,2021-2022,202146,2021-11-20,1493,80720,1.8496
MI,2021-2022,202147,2021-11-27,1194,74106,1.61121
MI,2021-2022,202148,2021-12-04,1227,79233,1.5486
MI,2021-2022,202149,2021-12-11,1131,76054,1.4871
MI,2021-2022,202150,2021-12-18,1061,73239,1.44868
MI,2021-2022,202151,2021-12-25,1264,69323,1.82335
MI,2021-2022,202152,2022-01-01,1645,79923,2.05823
MI,2021-2022,202201,2022-01-08,1368,75815,1.80439
MI,2021-2022,202202,2022-01-15,989,70185,1.40913
MI,2021-2022,202203,2022-01-22,823,68834,1.19563
MI,2021-2022,202204,2022-01-29,625,64387,0.970693
MI,2021-2022,202205,2022-02-05,541,60835,0.889291
MI,2021-2022,202206,2022-02-12,505,69453,0.72711
MI,2021-2022,202207,2022-02-19,455,66569,0.683501
MI,2021-2022,202208,2022-02-26,477,69448,0.686845
MI,2021-2022,202209,2022-03-05,572,70094,0.816047
MI,2021-2022,202210,2022-03-12,641,72173,0.888144
MI,2021-2022,202211,2022-03-19,879,74571,1.17874
MI,2021-2022,202212,2022-03-26,903,75211,1.20062
MI,2021-2022,202213,2022-04-02,946,72881,1.29801
MI,2021-2022,202214,2022-04-09,967,74543,1.29724
MI,2021-2022,202215,2022-04-16,951,73740,1.28967
MI,2021-2022,202216,2022-04-23,1023,75693,1.35151
MI,2021-2022,202217,2022-04-30,1280,78635,1.62777
MI,2021-2022,202218,2022-05-07,1252,76888,1.62834
MI,2021-2022,202219,2022-05-14,1539,83589,1.84115
MI,2021-2022,202220,2022-05-21,1292,90990,1.41994
MI,2021-2022,202221,2022-05-28,1043,87147,1.19683
MI,2021-2022,202222,2022-06-04,863,86431,0.998484
MI,2021-2022,202223,2022-06-11,789,86192,0.915398
MI,2021-2022,202224,2022-06-18,648,84319,0.76851
MI,2021-2022,202225,2022-06-25,572,85048,0.672561
MI,2021-2022,202226,2022-07-02,584,85679,0.681614
MI,2021-2022,202227,2022-07-09,549,86256,0.636477
MI,2021-2022,202228,2022-07-16,545,86401,0.63078
MI,2021-2022,202229,2022-07-23,499,87894,0.567729
MI,2021-2022,202230,2022-07-30,563,87535,0.643171
MI,2021-2022,202231,2022-08-06,562,87967,0.638876
MI,2021-2022,202232,2022-08-13,563,87848,0.64088
MI,2021-2022,202233,2022-08-20,543,87732,0.61893
MI,2021-2022,202234,2022-08-27,520,87473,0.594469
MI,2021-2022,202235,2022-09-03,628,88355,0.710769
MI,2021-2022,202236,2022-09-10,713,87959,0.810605
MI,2021-2022,202237,2022-09-17,832,90024,0.924198
MI,2021-2022,202238,2022-09-24,916,89880,1.01914
MI,2021-2022,202239,2022-10-01,903,86693,1.04161
MI,2022-2023,202240,2022-10-08,929,75180,1.2357
MI,2022-2023,202241,2022-10-15,1353,90811,1.48991
MI,2022-2023,202242,2022-10-22,1017,52714,1.92928
MI,2022-2023,202243,2022-10-29,1917,94978,2.01836
MI,2022-2023,202244,2022-11-05,2210,94929,2.32806
MI,2022-2023,202245,2022-11-12,2145,92953,2.30762
MI,2022-2023,202246,2022-11-19,1837,87273,2.10489
MI,2022-2023,202247,2022-11-26,2040,84795,2.4058
MI,2022-2023,202248,2022-12-03,2597,94951,2.73509
MI,2022-2023,202249,2022-12-10,3084,94767,3.2543
MI,2022-2023,202250,2022-12-17,4006,96878,4.1351
MI,2022-2023,202251,2022-12-24,3636,84059,4.32553
MI,2022-2023,202252,2022-12-31,2886,86118,3.35122
MI,2022-2023,202301,2023-01-07,1949,86372,2.25652
MI,2022-2023,202302,2023-01-14,1088,74741,1.45569
MI,2022-2023,202303,2023-01-21,933,79162,1.1786
MI,2022-2023,202304,2023-01-28,836,76911,1.08697
MI,2022-2023,202305,2023-02-04,844,78504,1.0751
MI,2022-2023,202306,2023-02-11,991,83058,1.19314
MI,2022-2023,202307,2023-02-18,913,81427,1.12125
MI,2022-2023,202308,2023-02-25,971,80204,1.21066
MI,2022-2023,202309,2023-03-04,970,83098,1.1673
MI,2022-2023,202310,2023-03-11,1005,83931,1.19741
MI,2022-2023,202311,2023-03-18,1077,85392,1.26124
MI,2022-2023,202312,2023-03-25,1150,85834,1.3398
MI,2022-2023,202313,2023-04-01,997,82669,1.20601
MI,2022-2023,202314,2023-04-08,911,83484,1.09123
MI,2022-2023,202315,2023-04-15,807,86282,0.935305
MI,2022-2023,202316,2023-04-22,783,84554,0.926035
MI,2022-2023,202317,2023-04-29,773,85560,0.90346
MI,2022-2023,202318,2023-05-06,950,86014,1.10447
MI,2022-2023,202319,2023-05-13,871,89669,0.97135
MI,2022-2023,202320,2023-05-20,830,86163,0.963291
NAT,2017-2018,201740,2017-10-07,12839,1002892,1.26589
NAT,2017-2018,201741,2017-10-14,13267,996595,1.30479
NAT,2017-2018,201742,2017-10-21,14319,1017076,1.34075
NAT,2017-2018,201743,2017-10-28,15832,1006998,1.51674
NAT,2017-2018,201744,2017-11-04,17069,1002140,1.74583
NAT,2017-2018,201745,2017-11-11,19057,1021079,1.88708
NAT,2017-2018,201746,2017-11-18,21892,1054290,2.05923
NAT,2017-2018,201747,2017-11-25,19816,848314,2.27971
NAT,2017-2018,201748,2017-12-02,23752,1057350,2.28379
NAT,2017-2018,201749,2017-12-09,24955,1000183,2.58278
NAT,2017-2018,201750,2017-12-16,31502,984283,3.36558
NAT,2017-2018,201751,2017-12-23,42782,963978,4.73117
NAT,2017-2018,201752,2017-12-30,45255,828299,5.70943
NAT,2017-2018,201801,2018-01-06,47269,882271,5.74658
NAT,2017-2018,201802,2018-01-13,56761,1027466,5.89207
NAT,2017-2018,201803,2018-01-20,63036,993431,6.51759
NAT,2017-2018,201804,2018-01-27,77326,1101807,7.16338
NAT,2017-2018,201805,2018-02-03,85985,1105078,7.52133
NAT,2017-2018,201806,2018-02-10,87825,1130397,7.38748
NAT,2017-2018,201807,2018-02-17,76210,1118800,6.44688
NAT,2017-2018,201808,2018-02-24,53025,1028116,4.95881
NAT,2017-2018,201809,2018-03-03,36064,1013191,3.68612
NAT,2017-2018,201810,2018-03-10,29133,969427,3.18626
NAT,2017-2018,201811,2018-03-17,25938,949978,2.76894
NAT,2017-2018,201812,2018-03-24,23805,960779,2.48706
NAT,2017-2018,201813,2018-03-31,20693,875658,2.40802
NAT,2017-2018,201814,2018-04-07,19074,938963,2.07483
NAT,2017-2018,201815,2018-04-14,16664,923848,1.77898
NAT,2017-2018,201816,2018-04-21,14869,936950,1.61487
NAT,2017-2018,201817,2018-04-28,14552,946160,1.5385
NAT,2017-2018,201818,2018-05-05,13291,916783,1.52612
NAT,2017-2018,201819,2018-05-12,11619,909661,1.28847
NAT,2017-2018,201820,2018-05-19,11066,906668,1.18344
NAT,2017-2018,201821,2018-05-26,10646,863879,1.24919
NAT,2017-2018,201822,2018-06-02,9608,785606,1.14131
NAT,2017-2018,201823,2018-06-09,8693,830040,0.9878
NAT,2017-2018,201824,2018-06-16,7573,774246,0.89556500000000006
NAT,2017-2018,201825,2018-06-23,7373,778114,0.892204
NAT,2017-2018,201826,2018-06-30,6947,800757,0.877184
NAT,2017-2018,201827,2018-07-07,6258,760130,0.780203
NAT,2017-2018,201828,2018-07-14,6501,842647,0.725075
NAT,2017-2018,201829,2018-07-21,5786,818597,0.68247
NAT,2017-2018,201830,2018-07-28,5497,802300,0.640393
NAT,2017-2018,201831,2018-08-04,5612,816468,0.639127
NAT,2017-2018,201832,2018-08-11,5861,796621,0.705637
NAT,2017-2018,201833,2018-08-18,6537,810994,0.707801
NAT,2017-2018,201834,2018-08-25,7323,775731,0.822659
NAT,2017-2018,201835,2018-09-01,8111,844807,0.859864
NAT,2017-2018,201836,2018-09-08,9530,835027,1.10083
NAT,2017-2018,201837,2018-09-15,10065,876862,1.15323
NAT,2017-2018,201838,2018-09-22,11189,853109,1.20178
NAT,2017-2018,201839,2018-09-29,11767,933130,1.2498
NAT,2018-2019,201840,2018-10-06,17975,1266076,1.41876
NAT,2018-2019,201841,2018-10-13,18652,1266257,1.40077
NAT,2018-2019,201842,2018-10-20,19948,1254844,1.47139
NAT,2018-2019,201843,2018-10-27,21634,1256271,1.63634
NAT,2018-2019,201844,2018-11-03,23169,1258405,1.79125
NAT,2018-2019,201845,2018-11-10,24085,1249921,1.86871
NAT,2018-2019,201846,2018-11-17,24419,1171062,1.98121
NAT,2018-2019,201847,2018-11-24,24635,1026187,2.23487
NAT,2018-2019,201848,2018-12-01,29096,1296156,2.14572
NAT,2018-2019,201849,2018-12-08,28377,1233986,2.25134
NAT,2018-2019,201850,2018-12-15,33113,1212127,2.6411
NAT,2018-2019,201851,2018-12-22,38260,1180820,3.13478
NAT,2018-2019,201852,2018-12-29,44012,1052725,3.96538
NAT,2018-2019,201901,2019-01-05,42135,1160440,3.45972
NAT,2018-2019,201902,2019-01-12,38815,1237552,3.07558
NAT,2018-2019,201903,2019-01-19,41199,1225384,3.3258
NAT,2018-2019,201904,2019-01-26,46241,1191426,3.79773
NAT,2018-2019,201905,2019-02-02,55264,1222020,4.34227
NAT,2018-2019,201906,2019-02-09,69732,1340765,4.86953
NAT,2018-2019,201907,2019-02-16,70056,1292464,5.03689
NAT,2018-2019,201908,2019-02-23,66461,1260932,4.8812
NAT,2018-2019,201909,2019-03-02,58802,1281115,4.54791
NAT,2018-2019,201910,2019-03-09,55431,1260615,4.3762
NAT,2018-2019,201911,2019-03-16,53177,1288273,4.22692
NAT,2018-2019,201912,2019-03-23,45668,1303765,3.68251
NAT,2018-2019,201913,2019-03-30,37948,1244935,3.08559
NAT,2018-2019,201914,2019-04-06,32941,1229217,2.69831
NAT,2018-2019,201915,2019-04-13,27854,1229148,2.28676
NAT,2018-2019,201916,2019-04-20,23147,1178058,2.01217
NAT,2018-2019,201917,2019-04-27,20610,1196855,1.71323
NAT,2018-2019,201918,2019-05-04,18864,1199386,1.56678
NAT,2018-2019,201919,2019-05-11,17107,1173980,1.49827
NAT,2018-2019,201920,2019-05-18,16459,1094840,1.49961
NAT,2018-2019,201921,2019-05-25,15763,1123869,1.42123
NAT,2018-2019,201922,2019-06-01,14776,1052737,1.39258
NAT,2018-2019,201923,2019-06-08,13451,1086961,1.21697
NAT,2018-2019,201924,2019-06-15,12106,1079343,1.11266
NAT,2018-2019,201925,2019-06-22,10695,1056024,0.991888
NAT,2018-2019,201926,2019-06-29,10027,1044732,0.946401
NAT,2018-2019,201927,2019-07-06,8722,992358,0.874695
NAT,2018-2019,201928,2019-07-13,8425,1060841,0.809169
NAT,2018-2019,201929,2019-07-20,8116,1058986,0.75452
NAT,2018-2019,201930,2019-07-27,7787,1040191,0.732983
NAT,2018-2019,201931,2019-08-03,7884,1041320,0.725811
NAT,2018-2019,201932,2019-08-10,8060,1046625,0.754209
NAT,2018-2019,201933,2019-08-17,8994,1079056,0.729672
NAT,2018-2019,201934,2019-08-24,10103,1074399,0.839875
NAT,2018-2019,201935,2019-08-31,11904,1100212,0.989358
NAT,2018-2019,201936,2019-09-07,13188,1097022,1.1354
NAT,2018-2019,201937,2019-09-14,14843,1166071,1.23124
NAT,2018-2019,201938,2019-09-21,16001,1152730,1.24448
NAT,2018-2019,201939,2019-09-28,17453,1167311,1.3379
NAT,2019-2020,201940,2019-10-05,21916,1458307,1.49002
NAT,2019-2020,201941,2019-10-12,22954,1436748,1.59192
NAT,2019-2020,201942,2019-10-19,24886,1430800,1.72572
NAT,2019-2020,201943,2019-10-26,27419,1473831,1.83419
NAT,2019-2020,201944,2019-11-02,28910,1435369,2.04008
NAT,2019-2020,201945,2019-11-09,34586,1463253,2.39351
NAT,2019-2020,201946,2019-11-16,37732,1426928,2.63251
NAT,2019-2020,201947,2019-11-23,44161,1484969,2.89941
NAT,2019-2020,201948,2019-11-30,44044,1275199,3.41501
NAT,2019-2020,201949,2019-12-07,48904,1476208,3.2579
NAT,2019-2020,201950,2019-12-14,56444,1458774,3.94308
NAT,2019-2020,201951,2019-12-21,71594,1424436,5.06435
NAT,2019-2020,201952,2019-12-28,95757,1338669,7.06161
NAT,2019-2020,202001,2020-01-04,88731,1426691,5.90066
NAT,2019-2020,202002,2020-01-11,75614,1492251,4.9402
NAT,2019-2020,202003,2020-01-18,79783,1489132,5.33135
NAT,2019-2020,202004,2020-01-25,90150,1496826,6.07822
NAT,2019-2020,202005,2020-02-01,108307,1575900,6.74724
NAT,2019-2020,202006,2020-02-08,111361,1571657,6.80157
NAT,2019-2020,202007,2020-02-15,95418,1533883,6.11292
NAT,2019-2020,202008,2020-02-22,80559,1433517,5.52513
NAT,2019-2020,202009,2020-02-29,74823,1466346,5.12333
NAT,2019-2020,202010,2020-03-07,78779,1489410,5.26652
NAT,2019-2020,202011,2020-03-14,89607,1425172,5.66932
NAT,2019-2020,202012,2020-03-21,78584,1068755,6.38029
NAT,2019-2020,202013,2020-03-28,53142,853431,4.91692
NAT,2019-2020,202014,2020-04-04,36251,750546,3.78625
NAT,2019-2020,202015,2020-04-11,24974,718953,2.80122
NAT,2019-2020,202016,2020-04-18,18274,709970,2.12907
NAT,2019-2020,202017,2020-04-25,15164,750576,1.73315
NAT,2019-2020,202018,2020-05-02,12821,790883,1.40939
NAT,2019-2020,202019,2020-05-09,11058,817791,1.18657
NAT,2019-2020,202020,2020-05-16,10480,846493,1.11444
NAT,2019-2020,202021,2020-05-23,11416,1059901,1.00711
NAT,2019-2020,202022,2020-05-30,9605,1082074,0.889878
NAT,2019-2020,202023,2020-06-06,9318,1134988,0.815858
NAT,2019-2020,202024,2020-06-13,9572,1174543,0.837779
NAT,2019-2020,202025,2020-06-20,11866,1247096,0.929189
NAT,2019-2020,202026,2020-06-27,15490,1287264,1.1387100000000001
NAT,2019-2020,202027,2020-07-04,17826,1287401,1.27591
NAT,2019-2020,202028,2020-07-11,20043,1360037,1.34978
NAT,2019-2020,202029,2020-07-18,19250,1338613,1.34436
NAT,2019-2020,202030,2020-07-25,16523,1355190,1.22126
NAT,2019-2020,202031,2020-08-01,15514,1346820,1.15381
NAT,2019-2020,202032,2020-08-08,14103,1333292,1.0649
NAT,2019-2020,202033,2020-08-15,13131,1338686,0.979173
NAT,2019-2020,202034,2020-08-22,12900,1344069,0.967664
NAT,2019-2020,202035,2020-08-29,13138,1351058,1.00158
NAT,2019-2020,202036,2020-09-05,12232,1336359,0.917339
NAT,2019-2020,202037,2020-09-12,13001,1326890,1.02954
NAT,2019-2020,202038,2020-09-19,13005,1359239,0.975797
NAT,2019-2020,202039,2020-09-26,14457,1397083,1.0586
NAT,2020-2021,202040,2020-10-03,16570,1542071,1.0872
NAT,2020-2021,202041,2020-10-10,19194,1619788,1.20898
NAT,2020-2021,202042,2020-10-17,17281,1584807,1.10874
NAT,2020-2021,202043,2020-10-24,18187,1582393,1.18588
NAT,2020-2021,202044,2020-10-31,18612,1566538,1.25
NAT,2020-2021,202045,2020-11-07,21410,1603163,1.43782
NAT,2020-2021,202046,2020-11-14,22623,1641763,1.48426
NAT,2020-2021,202047,2020-11-21,22722,1592518,1.54717
NAT,2020-2021,202048,2020-11-28,21320,1425127,1.60668
NAT,2020-2021,202049,2020-12-05,22305,1539568,1.56586
NAT,2020-2021,202050,2020-12-12,22219,1554103,1.52073
NAT,2020-2021,202051,2020-12-19,20886,1493692,1.50659
NAT,2020-2021,202052,2020-12-26,19852,1362314,1.55413
NAT,2020-2021,202053,2021-01-02,22436,1458493,1.5907
NAT,2020-2021,202101,2021-01-09,22720,1583355,1.47569
NAT,2020-2021,202102,2021-01-16,19194,1518947,1.29196
NAT,2020-2021,202103,2021-01-23,18353,1515597,1.25191
NAT,2020-2021,202104,2021-01-30,16910,1506379,1.10337
NAT,2020-2021,202105,2021-02-06,16101,1488119,1.16554
NAT,2020-2021,202106,2021-02-13,14108,1447245,1.00745
NAT,2020-2021,202107,2021-02-20,12602,1388655,0.986987
NAT,2020-2021,202108,2021-02-27,13347,1551120,0.862967
NAT,2020-2021,202109,2021-03-06,13017,1544694,0.82875
NAT,2020-2021,202110,2021-03-13,14098,1560517,0.883305
NAT,2020-2021,202111,2021-03-20,14580,1551754,0.90874
NAT,2020-2021,202112,2021-03-27,15359,1599523,0.948022
NAT,2020-2021,202113,2021-04-03,15994,1602603,0.974936
NAT,2020-2021,202114,2021-04-10,18148,1683278,1.06411
NAT,2020-2021,202115,2021-04-17,19177,1729037,1.08168
NAT,2020-2021,202116,2021-04-24,19313,1679142,1.10339
NAT,2020-2021,202117,2021-05-01,20134,1702520,1.13164
NAT,2020-2021,202118,2021-05-08,19937,1649771,1.1483
NAT,2020-2021,202119,2021-05-15,20373,1623653,1.19144
NAT,2020-2021,202120,2021-05-22,21266,1683332,1.24686
NAT,2020-2021,202121,2021-05-29,19685,1652632,1.14576
NAT,2020-2021,202122,2021-06-05,20152,1610198,1.18405
NAT,2020-2021,202123,2021-06-12,19188,1675241,1.12999
NAT,2020-2021,202124,2021-06-19,19672,1659980,1.19103
NAT,2020-2021,202125,2021-06-26,19896,1644041,1.21258
NAT,2020-2021,202126,2021-07-03,20103,1657572,1.2132
NAT,2020-2021,202127,2021-07-10,22376,1683488,1.26708
NAT,2020-2021,202128,2021-07-17,25263,1751226,1.38688
NAT,2020-2021,202129,2021-07-24,30554,1787598,1.64767
NAT,2020-2021,202130,2021-07-31,35221,1844702,1.799
NAT,2020-2021,202131,2021-08-07,37762,1840212,1.94947
NAT,2020-2021,202132,2021-08-14,40069,1859035,2.03512
NAT,2020-2021,202133,2021-08-21,42753,1856032,2.19023
NAT,2020-2021,202134,2021-08-28,43062,1866295,2.23843
NAT,2020-2021,202135,2021-09-04,40878,1814941,2.26655
NAT,2020-2021,202136,2021-09-11,39438,1782067,2.21303
NAT,2020-2021,202137,2021-09-18,36222,1806283,2.04664
NAT,2020-2021,202138,2021-09-25,34019,1756033,1.9014
NAT,2020-2021,202139,2021-10-02,30002,1628298,1.84504
NAT,2021-2022,202140,2021-10-09,39606,2016770,2.03726
NAT,2021-2022,202141,2021-10-16,37639,1975130,1.94864
NAT,2021-2022,202142,2021-10-23,35684,1918446,1.92538
NAT,2021-2022,202143,2021-10-30,36616,1934216,1.9789
NAT,2021-2022,202144,2021-11-06,39986,1917029,2.1334
NAT,2021-2022,202145,2021-11-13,44242,1989010,2.25788
NAT,2021-2022,202146,2021-11-20,47047,1996913,2.41079
NAT,2021-2022,202147,2021-11-27,43297,1762035,2.51762
NAT,2021-2022,202148,2021-12-04,52671,2056405,2.55244
NAT,2021-2022,202149,2021-12-11,55027,2026604,2.72476
NAT,2021-2022,202150,2021-12-18,62539,2018579,3.14645
NAT,2021-2022,202151,2021-12-25,79184,1941911,4.00686
NAT,2021-2022,202152,2022-01-01,113921,2246767,4.90468
NAT,2021-2022,202201,2022-01-08,93323,2179176,4.32906
NAT,2021-2022,202202,2022-01-15,69158,2025052,3.5344
NAT,2021-2022,202203,2022-01-22,48685,1811493,2.82024
NAT,2021-2022,202204,2022-01-29,34720,1763472,2.06558
NAT,2021-2022,202205,2022-02-05,25809,1655407,1.68092
NAT,2021-2022,202206,2022-02-12,23719,1771418,1.44022
NAT,2021-2022,202207,2022-02-19,23930,1746548,1.48974
NAT,2021-2022,202208,2022-02-26,23620,1725348,1.46266
NAT,2021-2022,202209,2022-03-05,25789,1812738,1.58728
